Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Women's Street Footwear,50,600,"300,000",90000.00,30%,In-store
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,550,"275,000",96250.00,35%,In-store
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Men's Apparel,60,550,"330,000",132000.00,40%,In-store
Foot Locker,1185732,15/12/2021,Midwest,Michigan,Detroit,Women's Apparel,65,650,"422,500",232375.00,55%,In-store
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Men's Street Footwear,30,625,"187,500",75000.00,40%,In-store
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,30,425,"127,500",44625.00,35%,In-store
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Women's Street Footwear,20,425,"85,000",29750.00,35%,In-store
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,25,275,"68,750",27500.00,40%,In-store
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Men's Apparel,40,325,"130,000",45500.00,35%,In-store
Foot Locker,1185732,18/01/2021,Midwest,Michigan,Detroit,Women's Apparel,30,425,"127,500",63750.00,50%,In-store
Foot Locker,1185732,18/02/2021,Midwest,Michigan,Detroit,Men's Street Footwear,30,675,"202,500",81000.00,40%,In-store
Foot Locker,1185732,18/02/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,30,325,"97,500",34125.00,35%,In-store
Foot Locker,1185732,18/02/2021,Midwest,Michigan,Detroit,Women's Street Footwear,20,375,"75,000",26250.00,35%,In-store
Foot Locker,1185732,18/02/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,250,"62,500",25000.00,40%,In-store
Foot Locker,1185732,18/02/2021,Midwest,Missouri,St. Louis,Men's Apparel,40,325,"130,000",45500.00,35%,In-store
Foot Locker,1185732,18/02/2021,Midwest,Missouri,St. Louis,Women's Apparel,30,400,"120,000",60000.00,50%,In-store
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,620,"217,000",86800.00,40%,In-store
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,300,"105,000",36750.00,35%,In-store
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,350,"87,500",30625.00,35%,In-store
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,200,"60,000",24000.00,40%,In-store
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Men's Apparel,45,250,"112,500",39375.00,35%,In-store
Foot Locker,1185732,17/03/2021,Midwest,Missouri,St. Louis,Women's Apparel,35,350,"122,500",61250.00,50%,In-store
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,575,"201,250",80500.00,40%,In-store
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,275,"82,500",28875.00,35%,In-store
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,20,275,"55,000",19250.00,35%,In-store
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,200,"50,000",20000.00,40%,In-store
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Men's Apparel,40,225,"90,000",31500.00,35%,In-store
Foot Locker,1185732,18/04/2021,Midwest,Missouri,St. Louis,Women's Apparel,30,350,"105,000",52500.00,50%,In-store
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,40,620,"248,000",99200.00,40%,In-store
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,325,"113,750",39813.00,35%,In-store
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,30,300,"90,000",31500.00,35%,In-store
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,225,"67,500",27000.00,40%,In-store
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Men's Apparel,45,250,"112,500",39375.00,35%,In-store
Foot Locker,1185732,19/05/2021,Midwest,Missouri,St. Louis,Women's Apparel,50,350,"175,000",87500.00,50%,In-store
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,600,"210,000",84000.00,40%,In-store
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,350,"105,000",36750.00,35%,In-store
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,375,"93,750",32813.00,35%,In-store
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,350,"87,500",35000.00,40%,In-store
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Men's Apparel,40,350,"140,000",49000.00,35%,In-store
Foot Locker,1185732,18/06/2021,Midwest,Missouri,St. Louis,Women's Apparel,45,525,"236,250",118125.00,50%,In-store
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,40,750,"300,000",120000.00,40%,In-store
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,500,"175,000",61250.00,35%,In-store
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,30,425,"127,500",44625.00,35%,In-store
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,375,"112,500",45000.00,40%,In-store
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Men's Apparel,40,375,"150,000",52500.00,35%,In-store
Foot Locker,1185732,17/07/2021,Midwest,Missouri,St. Louis,Women's Apparel,45,550,"247,500",123750.00,50%,In-store
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,40,700,"280,000",112000.00,40%,In-store
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,40,475,"190,000",66500.00,35%,In-store
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,35,400,"140,000",49000.00,35%,In-store
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,325,"81,250",32500.00,40%,In-store
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Men's Apparel,35,300,"105,000",36750.00,35%,In-store
Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Women's Apparel,40,475,"190,000",95000.00,50%,In-store
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,600,"210,000",84000.00,40%,In-store
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,400,"120,000",42000.00,35%,In-store
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,15,300,"45,000",15750.00,35%,In-store
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15,275,"41,250",16500.00,40%,In-store
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Men's Apparel,25,275,"68,750",24063.00,35%,In-store
Foot Locker,1185732,19/09/2021,Midwest,Missouri,St. Louis,Women's Apparel,30,350,"105,000",52500.00,50%,In-store
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,525,"183,750",73500.00,40%,In-store
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,350,"87,500",30625.00,35%,In-store
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,250,"62,500",21875.00,35%,In-store
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,225,"56,250",22500.00,40%,In-store
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Men's Apparel,35,225,"78,750",27563.00,35%,In-store
Foot Locker,1185732,18/10/2021,Midwest,Missouri,St. Louis,Women's Apparel,40,350,"140,000",70000.00,50%,In-store
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35,500,"175,000",70000.00,40%,In-store
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,350,"87,500",30625.00,35%,In-store
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,295,"73,750",25813.00,35%,In-store
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,325,"81,250",32500.00,40%,In-store
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Men's Apparel,45,300,"135,000",47250.00,35%,In-store
Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Apparel,50,400,"200,000",100000.00,50%,In-store
Foot Locker,1185732,17/12/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,45,650,"292,500",117000.00,40%,In-store
Foot Locker,1185732,17/12/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,450,"157,500",55125.00,35%,In-store
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,35,400,"140,000",49000.00,35%,In-store
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,35,350,"122,500",49000.00,40%,In-store
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Men's Apparel,45,350,"157,500",55125.00,35%,In-store
West Gear,1185732,17/12/2021,Midwest,Missouri,St. Louis,Women's Apparel,50,450,"225,000",112500.00,50%,In-store
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25,675,"168,750",67500.00,40%,In-store
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,475,"118,750",41563.00,35%,In-store
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,15,475,"71,250",24938.00,35%,In-store
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,20,325,"65,000",26000.00,40%,In-store
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Men's Apparel,35,375,"131,250",45938.00,35%,In-store
West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Women's Apparel,25,475,"118,750",59375.00,50%,In-store
West Gear,1185732,11/02/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25,725,"181,250",72500.00,40%,In-store
West Gear,1185732,11/02/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25,375,"93,750",32813.00,35%,In-store
West Gear,1185732,11/02/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,15,425,"63,750",22313.00,35%,In-store
West Gear,1185732,11/02/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,300,"60,000",24000.00,40%,In-store
West Gear,1185732,11/02/2021,West,Utah,Salt Lake City,Men's Apparel,35,375,"131,250",45938.00,35%,In-store
West Gear,1185732,11/02/2021,West,Utah,Salt Lake City,Women's Apparel,25,450,"112,500",56250.00,50%,In-store
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,670,"201,000",80400.00,40%,In-store
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30,350,"105,000",36750.00,35%,In-store
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Women's Street Footwear,20,400,"80,000",28000.00,35%,In-store
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25,250,"62,500",25000.00,40%,In-store
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Men's Apparel,40,300,"120,000",42000.00,35%,In-store
West Gear,1185732,10/03/2021,West,Utah,Salt Lake City,Women's Apparel,30,400,"120,000",60000.00,50%,In-store
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,625,"187,500",75000.00,40%,In-store
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25,325,"81,250",28438.00,35%,In-store
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Women's Street Footwear,15,325,"48,750",17063.00,35%,In-store
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,250,"50,000",20000.00,40%,In-store
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Men's Apparel,35,275,"96,250",33688.00,35%,In-store
West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Women's Apparel,25,400,"100,000",50000.00,50%,In-store
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Men's Street Footwear,35,670,"234,500",93800.00,40%,In-store
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30,375,"112,500",39375.00,35%,In-store
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Women's Street Footwear,25,350,"87,500",30625.00,35%,In-store
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25,275,"68,750",27500.00,40%,In-store
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Men's Apparel,40,300,"120,000",42000.00,35%,In-store
West Gear,1185732,12/05/2021,West,Utah,Salt Lake City,Women's Apparel,45,400,"180,000",90000.00,50%,In-store
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,650,"195,000",78000.00,40%,In-store
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25,400,"100,000",35000.00,35%,In-store
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Women's Street Footwear,20,425,"85,000",29750.00,35%,In-store
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,400,"80,000",32000.00,40%,In-store
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Men's Apparel,35,400,"140,000",49000.00,35%,In-store
West Gear,1185732,11/06/2021,West,Utah,Salt Lake City,Women's Apparel,40,575,"230,000",115000.00,50%,In-store
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Men's Street Footwear,35,800,"280,000",112000.00,40%,In-store
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30,550,"165,000",57750.00,35%,In-store
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Women's Street Footwear,25,475,"118,750",41563.00,35%,In-store
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25,425,"106,250",42500.00,40%,In-store
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Men's Apparel,35,425,"148,750",52063.00,35%,In-store
West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Women's Apparel,40,600,"240,000",120000.00,50%,In-store
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Men's Street Footwear,35,750,"262,500",105000.00,40%,In-store
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,35,525,"183,750",64313.00,35%,In-store
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Women's Street Footwear,30,450,"135,000",47250.00,35%,In-store
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,375,"75,000",30000.00,40%,In-store
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Men's Apparel,30,350,"105,000",36750.00,35%,In-store
West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Women's Apparel,35,525,"183,750",91875.00,50%,In-store
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,650,"195,000",78000.00,40%,In-store
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25,450,"112,500",39375.00,35%,In-store
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Women's Street Footwear,10,350,"35,000",12250.00,35%,In-store
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,10,325,"32,500",13000.00,40%,In-store
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Men's Apparel,20,325,"65,000",22750.00,35%,In-store
West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Women's Apparel,25,400,"100,000",50000.00,50%,In-store
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,575,"172,500",69000.00,40%,In-store
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20,400,"80,000",28000.00,35%,In-store
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,20,300,"60,000",21000.00,35%,In-store
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,275,"55,000",22000.00,40%,In-store
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Apparel,30,275,"82,500",28875.00,35%,In-store
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Apparel,35,400,"140,000",70000.00,50%,In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,550,"165,000",66000.00,40%,In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20,400,"80,000",28000.00,35%,In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,20,345,"69,000",24150.00,35%,In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,375,"75,000",30000.00,40%,In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Apparel,40,350,"140,000",49000.00,35%,In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,45,450,"202,500",101250.00,50%,In-store
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,40,700,"280,000",112000.00,40%,In-store
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30,500,"150,000",52500.00,35%,In-store
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,30,450,"135,000",47250.00,35%,In-store
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,30,400,"120,000",48000.00,40%,In-store
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Apparel,40,400,"160,000",56000.00,35%,In-store
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Apparel,45,500,"225,000",112500.00,50%,In-store
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,350,"105,000",36750.00,35%,In-store
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,40,350,"140,000",49000.00,35%,In-store
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Women's Street Footwear,40,350,"140,000",49000.00,35%,In-store
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,40,200,"80,000",28000.00,35%,In-store
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Men's Apparel,45,150,"67,500",27000.00,40%,In-store
West Gear,1128299,24/01/2021,West,Utah,Salt Lake City,Women's Apparel,40,400,"160,000",48000.00,30%,In-store
West Gear,1128299,24/02/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,450,"135,000",47250.00,35%,In-store
West Gear,1128299,24/02/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,40,350,"140,000",49000.00,35%,In-store
West Gear,1128299,24/02/2021,West,Utah,Salt Lake City,Women's Street Footwear,40,350,"140,000",49000.00,35%,In-store
West Gear,1128299,24/02/2021,West,Oregon,Portland,Women's Athletic Footwear,40,200,"80,000",28000.00,35%,In-store
West Gear,1128299,24/02/2021,West,Oregon,Portland,Men's Apparel,45,125,"56,250",22500.00,40%,In-store
West Gear,1128299,24/02/2021,West,Oregon,Portland,Women's Apparel,40,325,"130,000",39000.00,30%,In-store
West Gear,1128299,23/03/2021,West,Oregon,Portland,Men's Street Footwear,40,475,"190,000",66500.00,35%,In-store
West Gear,1128299,23/03/2021,West,Oregon,Portland,Men's Athletic Footwear,50,325,"162,500",56875.00,35%,In-store
West Gear,1128299,23/03/2021,West,Oregon,Portland,Women's Street Footwear,55,350,"192,500",67375.00,35%,In-store
West Gear,1128299,23/03/2021,West,Oregon,Portland,Women's Athletic Footwear,50,250,"125,000",43750.00,35%,In-store
West Gear,1128299,23/03/2021,West,Oregon,Portland,Men's Apparel,55,100,"55,000",22000.00,40%,In-store
West Gear,1128299,23/03/2021,West,Oregon,Portland,Women's Apparel,50,300,"150,000",45000.00,30%,In-store
West Gear,1128299,24/04/2021,West,Oregon,Portland,Men's Street Footwear,55,475,"261,250",91438.00,35%,In-store
West Gear,1128299,24/04/2021,West,Oregon,Portland,Men's Athletic Footwear,60,275,"165,000",57750.00,35%,In-store
